question_id,module_id,phase_id,q_num,question_type,prompt_en,prompt_zh,prompt_es,option_a_en,option_a_zh,option_a_es,option_b_en,option_b_zh,option_b_es,option_c_en,option_c_zh,option_c_es,option_d_en,option_d_zh,option_d_es,correct_option,explanation_a_en,explanation_a_zh,explanation_a_es,explanation_b_en,explanation_b_zh,explanation_b_es,explanation_c_en,explanation_c_zh,explanation_c_es,explanation_d_en,explanation_d_zh,explanation_d_es,fallback_tip_en,fallback_tip_zh,fallback_tip_es,difficulty,review_status,review_notes
tenses_past_q05,tenses,past,5,multiple_choice_single,He ___ his keys and could not enter.,He ___ his keys and could not enter.,He ___ his keys and could not enter.,loses,loses,loses,lost,lost,lost,had lost,had lost,had lost,was losing,was losing,was losing,C,Loses is present.,选项 A。,Opción A.,Lost = simple past — needs earlier completion.,选项 B。,Opción B.,Correct! Had lost = before could not enter.,正确！选项 C。,¡Correcto! Opción C.,"Was losing = ongoing, not completed loss.",选项 D。,Opción D.,Past perfect for earlier action with past consequence.,Past perfect for earlier action with past consequence.,Past perfect for earlier action with past consequence.,2,draft,
tenses_past_q06,tenses,past,6,multiple_choice_single,"By the time we arrived, the film ___.","By the time we arrived, the film ___.","By the time we arrived, the film ___.",starts,starts,starts,started,started,started,had started,had started,had started,was starting,was starting,was starting,C,Starts is present.,选项 A。,Opción A.,Started = simple past — no completion before arrival.,选项 B。,Opción B.,Correct! Had started = completed before arrival.,正确！选项 C。,¡Correcto! Opción C.,"Was starting = in progress, not completed.",选项 D。,Opción D.,Past perfect after by the time.,Past perfect after by the time.,Past perfect after by the time.,2,draft,
tenses_future_q01,tenses,future,1,multiple_choice_single,Look at those clouds! It ___.,Look at those clouds! It ___.,Look at those clouds! It ___.,rains,rains,rains,is going to rain,is going to rain,is going to rain,will rain,will rain,will rain,rained,rained,rained,B,Rains is simple present.,选项 A。,Opción A.,Correct! Going to = evidence-based prediction.,正确！选项 B。,¡Correcto! Opción B.,"Will rain = general prediction, not evidence-based.",选项 C。,Opción C.,Rained is past.,选项 D。,Opción D.,Going to for prediction based on evidence.,Going to for prediction based on evidence.,Going to for prediction based on evidence.,2,draft,
tenses_future_q02,tenses,future,2,multiple_choice_single,I ___ you tomorrow at 3 PM as agreed.,I ___ you tomorrow at 3 PM as agreed.,I ___ you tomorrow at 3 PM as agreed.,see,see,see,am seeing,am seeing,am seeing,will see,will see,will see,saw,saw,saw,B,See is simple present.,选项 A。,Opción A.,Correct! Am seeing = fixed arrangement.,正确！选项 B。,¡Correcto! Opción B.,Will see = less natural for arrangements.,选项 C。,Opción C.,Saw is past.,选项 D。,Opción D.,Present continuous for fixed future arrangements.,Present continuous for fixed future arrangements.,Present continuous for fixed future arrangements.,2,draft,
tenses_future_q03,tenses,future,3,multiple_choice_single,The train ___ at 6 PM per the schedule.,The train ___ at 6 PM per the schedule.,The train ___ at 6 PM per the schedule.,leaves,leaves,leaves,is leaving,is leaving,is leaving,will leave,will leave,will leave,left,left,left,A,Correct! Timetables use present simple.,正确！选项 A。,¡Correcto! Opción A.,"Is leaving = arrangement, not schedule.",选项 B。,Opción B.,Will leave is possible but less conventional.,选项 C。,Opción C.,Left is past.,选项 D。,Opción D.,Present simple for scheduled future events.,Present simple for scheduled future events.,Present simple for scheduled future events.,2,draft,
tenses_future_q04,tenses,future,4,multiple_choice_single,I think she ___ the competition.,I think she ___ the competition.,I think she ___ the competition.,wins,wins,wins,is winning,is winning,is winning,will win,will win,will win,won,won,won,C,Wins is present.,选项 A。,Opción A.,Is winning = happening now.,选项 B。,Opción B.,Correct! Will win = opinion prediction.,正确！选项 C。,¡Correcto! Opción C.,Won is past.,选项 D。,Opción D.,Will for opinion-based predictions.,Will for opinion-based predictions.,Will for opinion-based predictions.,2,draft,
tenses_future_q05,tenses,future,5,multiple_choice_single,This time next week we ___ on a beach.,This time next week we ___ on a beach.,This time next week we ___ on a beach.,sit,sit,sit,are sitting,are sitting,are sitting,will be sitting,will be sitting,will be sitting,sat,sat,sat,C,Sit is base form.,选项 A。,Opción A.,Are sitting = present.,选项 B。,Opción B.,Correct! Will be sitting = future continuous.,正确！选项 C。,¡Correcto! Opción C.,Sat is past.,选项 D。,Opción D.,Future continuous for action at a specific future time.,Future continuous for action at a specific future time.,Future continuous for action at a specific future time.,2,draft,
tenses_future_q06,tenses,future,6,multiple_choice_single,By December she ___ here five years.,By December she ___ here five years.,By December she ___ here five years.,works,works,works,will work,will work,will work,will have worked,will have worked,will have worked,worked,worked,worked,C,Works is present.,选项 A。,Opción A.,Will work = not completion by a point.,选项 B。,Opción B.,Correct! Will have worked = completed by December.,正确！选项 C。,¡Correcto! Opción C.,Worked is past.,选项 D。,Opción D.,Future perfect for completion by future point.,Future perfect for completion by future point.,Future perfect for completion by future point.,2,draft,
tenses_perfect_q01,tenses,perfect,1,multiple_choice_single,I ___ my keys. Can you help me find them?,I ___ my keys. Can you help me find them?,I ___ my keys. Can you help me find them?,lose,lose,lose,lost,lost,lost,have lost,have lost,have lost,was losing,was losing,was losing,C,Lose is base form.,选项 A。,Opción A.,Lost is simple past — no present link.,选项 B。,Opción B.,Correct! Have lost = still lost now.,正确！选项 C。,¡Correcto! Opción C.,Was losing = past continuous.,选项 D。,Opción D.,Present perfect: past action with present result.,Present perfect: past action with present result.,Present perfect: past action with present result.,2,draft,
tenses_perfect_q02,tenses,perfect,2,multiple_choice_single,She ___ in London since 2019.,She ___ in London since 2019.,She ___ in London since 2019.,lives,lives,lives,lived,lived,lived,has lived,has lived,has lived,is living,is living,is living,C,"Lives = present habit, no duration.",选项 A。,Opción A.,Lived = no longer lives there.,选项 B。,Opción B.,Correct! Has lived since 2019 = still there.,正确！选项 C。,¡Correcto! Opción C.,"Is living = right now, not duration.",选项 D。,Opción D.,Present perfect with since for duration.,Present perfect with since for duration.,Present perfect with since for duration.,2,draft,
tenses_perfect_q03,tenses,perfect,3,multiple_choice_single,He ___ just ___ the office.,He ___ just ___ the office.,He ___ just ___ the office.,has ... left,has ... left,has ... left,did ... leave,did ... leave,did ... leave,was ... leaving,was ... leaving,was ... leaving,is ... leaving,is ... leaving,is ... leaving,A,Correct! Has just left = very recent.,正确！选项 A。,¡Correcto! Opción A.,"Did leave = simple past, no just.",选项 B。,Opción B.,"Was leaving = ongoing, not completed.",选项 C。,Opción C.,Is leaving = currently leaving.,选项 D。,Opción D.,Present perfect with just for recent past.,Present perfect with just for recent past.,Present perfect with just for recent past.,2,draft,
tenses_perfect_q04,tenses,perfect,4,multiple_choice_single,This is the first time I ___ sushi.,This is the first time I ___ sushi.,This is the first time I ___ sushi.,try,try,try,tried,tried,tried,have tried,have tried,have tried,was trying,was trying,was trying,C,Try is base form.,选项 A。,Opción A.,"Tried = simple past, wrong pattern.",选项 B。,Opción B.,Correct! Have tried with first time.,正确！选项 C。,¡Correcto! Opción C.,"Was trying = continuous, wrong pattern.",选项 D。,Opción D.,Present perfect after This is the first time.,Present perfect after This is the first time.,Present perfect after This is the first time.,2,draft,
tenses_perfect_q05,tenses,perfect,5,multiple_choice_single,"When I got there, the train ___ already ___.","When I got there, the train ___ already ___.","When I got there, the train ___ already ___.",has ... left,has ... left,has ... left,had ... left,had ... left,had ... left,was ... leaving,was ... leaving,was ... leaving,did ... leave,did ... leave,did ... leave,B,"Has left = present perfect, not past-before-past.",选项 A。,Opción A.,Correct! Had already left = before I got there.,正确！选项 B。,¡Correcto! Opción B.,"Was leaving = in progress, not already gone.",选项 C。,Opción C.,"Did leave = simple past, no earlier timing.",选项 D。,Opción D.,Past perfect for action before another past.,Past perfect for action before another past.,Past perfect for action before another past.,2,draft,
tenses_perfect_q06,tenses,perfect,6,multiple_choice_single,She ___ never ___ such beauty before that trip.,She ___ never ___ such beauty before that trip.,She ___ never ___ such beauty before that trip.,has ... seen,has ... seen,has ... seen,had ... seen,had ... seen,had ... seen,was ... seeing,was ... seeing,was ... seeing,did ... see,did ... see,did ... see,B,Has seen = present perfect — reference is past.,选项 A。,Opción A.,Correct! Had never seen = before that past trip.,正确！选项 B。,¡Correcto! Opción B.,"Was seeing = ongoing, not experience.",选项 C。,Opción C.,"Did see = simple past, no before-that-point.",选项 D。,Opción D.,Past perfect with never before for experience up to a past point.,Past perfect with never before for experience up to a past point.,Past perfect with never before for experience up to a past point.,2,draft,
tenses_continuous_q01,tenses,continuous,1,multiple_choice_single,Why ___ you ___ at me? Is something wrong?,Why ___ you ___ at me? Is something wrong?,Why ___ you ___ at me? Is something wrong?,do ... look,do ... look,do ... look,are ... looking,are ... looking,are ... looking,have ... looked,have ... looked,have ... looked,did ... look,did ... look,did ... look,B,Do look = simple present.,选项 A。,Opción A.,Correct! Are looking = right now.,正确！选项 B。,¡Correcto! Opción B.,Have looked = completed.,选项 C。,Opción C.,Did look = past.,选项 D。,Opción D.,Present continuous for this moment.,Present continuous for this moment.,Present continuous for this moment.,2,draft,
tenses_continuous_q02,tenses,continuous,2,multiple_choice_single,He ___ always ___ his phone. It drives me crazy!,He ___ always ___ his phone. It drives me crazy!,He ___ always ___ his phone. It drives me crazy!,is ... losing,is ... losing,is ... losing,was ... losing,was ... losing,was ... losing,has ... lost,has ... lost,has ... lost,does ... lose,does ... lose,does ... lose,A,Correct! Is always losing = annoying habit.,正确！选项 A。,¡Correcto! Opción A.,Was always losing = past habit.,选项 B。,Opción B.,Has lost = completed once.,选项 C。,Opción C.,Does lose = neutral simple present.,选项 D。,Opción D.,Present continuous + always for annoying habits.,Present continuous + always for annoying habits.,Present continuous + always for annoying habits.,2,draft,
tenses_contrast_q01,tenses,contrast,1,multiple_choice_single,I ___ in this city since I was born.,I ___ in this city since I was born.,I ___ in this city since I was born.,live,live,live,lived,lived,lived,have lived,have lived,have lived,am living,am living,am living,C,"Live = present simple, no duration.",选项 A。,Opción A.,"Lived = past, suggests no longer here.",选项 B。,Opción B.,Correct! Have lived since = still here.,正确！选项 C。,¡Correcto! Opción C.,"Am living = right now, no duration.",选项 D。,Opción D.,Present perfect with since for duration.,Present perfect with since for duration.,Present perfect with since for duration.,2,draft,
tenses_contrast_q02,tenses,contrast,2,multiple_choice_single,Shakespeare ___ many famous plays.,Shakespeare ___ many famous plays.,Shakespeare ___ many famous plays.,writes,writes,writes,wrote,wrote,wrote,has written,has written,has written,was writing,was writing,was writing,B,Writes = present — he is dead.,选项 A。,Opción A.,Correct! Wrote = completed past.,正确！选项 B。,¡Correcto! Opción B.,Has written = present perfect — cannot have present relevance.,选项 C。,Opción C.,Was writing = continuous.,选项 D。,Opción D.,Past simple for completed actions by deceased person.,Past simple for completed actions by deceased person.,Past simple for completed actions by deceased person.,2,draft,
tenses_contrast_q03,tenses,contrast,3,multiple_choice_single,I ___ my homework yet. I need more time.,I ___ my homework yet. I need more time.,I ___ my homework yet. I need more time.,did not finish,did not finish,did not finish,have not finished,have not finished,have not finished,was not finishing,was not finishing,was not finishing,do not finish,do not finish,do not finish,B,Did not finish = past simple.,选项 A。,Opción A.,Correct! Have not finished yet.,正确！选项 B。,¡Correcto! Opción B.,Was not finishing = past continuous.,选项 C。,Opción C.,Do not finish = present habit.,选项 D。,Opción D.,Present perfect with yet for unfinished.,Present perfect with yet for unfinished.,Present perfect with yet for unfinished.,2,draft,
tenses_contrast_q04,tenses,contrast,4,multiple_choice_single,She ___ three coffees already this morning.,She ___ three coffees already this morning.,She ___ three coffees already this morning.,drinks,drinks,drinks,drank,drank,drank,has drunk,has drunk,has drunk,was drinking,was drinking,was drinking,C,Drinks = present habit.,选项 A。,Opción A.,Drank = past — morning not finished.,选项 B。,Opción B.,Correct! Has drunk in unfinished morning.,正确！选项 C。,¡Correcto! Opción C.,Was drinking = continuous.,选项 D。,Opción D.,Present perfect with already in unfinished time.,Present perfect with already in unfinished time.,Present perfect with already in unfinished time.,2,draft,
tenses_narrative_q01,tenses,narrative,1,multiple_choice_single,It was dark. The wind ___ and the trees ___.,It was dark. The wind ___ and the trees ___.,It was dark. The wind ___ and the trees ___.,blows ... shake,blows ... shake,blows ... shake,blew ... were shaking,blew ... were shaking,blew ... were shaking,had blown ... shook,had blown ... shook,had blown ... shook,was blowing ... shook,was blowing ... shook,was blowing ... shook,B,Blows is present.,选项 A。,Opción A.,Correct! Blew (event) + were shaking (background).,正确！选项 B。,¡Correcto! Opción B.,"Had blown = past perfect, not needed.",选项 C。,Opción C.,"Was blowing + shook = mixed, less natural.",选项 D。,Opción D.,Past simple for events + past continuous for background.,Past simple for events + past continuous for background.,Past simple for events + past continuous for background.,2,draft,
tenses_narrative_q02,tenses,narrative,2,multiple_choice_single,"When the detective arrived, the suspect ___ already ___.","When the detective arrived, the suspect ___ already ___.","When the detective arrived, the suspect ___ already ___.",has ... escaped,has ... escaped,has ... escaped,had ... escaped,had ... escaped,had ... escaped,was ... escaping,was ... escaping,was ... escaping,did ... escape,did ... escape,did ... escape,B,Has escaped = present perfect.,选项 A。,Opción A.,Correct! Had already escaped = before arrival.,正确！选项 B。,¡Correcto! Opción B.,Was escaping = in progress.,选项 C。,Opción C.,"Did escape = simple past, no before.",选项 D。,Opción D.,Past perfect for earlier past in narratives.,Past perfect for earlier past in narratives.,Past perfect for earlier past in narratives.,2,draft,
tenses_production_q01,tenses,production,1,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,I have seen her yesterday.,I have seen her yesterday.,I have seen her yesterday.,I saw her yesterday.,I saw her yesterday.,I saw her yesterday.,I have saw her yesterday.,I have saw her yesterday.,I have saw her yesterday.,I seeing her yesterday.,I seeing her yesterday.,I seeing her yesterday.,B,Have seen + yesterday is wrong.,选项 A。,Opción A.,Correct! Saw + yesterday.,正确！选项 B。,¡Correcto! Opción B.,Have saw is ungrammatical.,选项 C。,Opción C.,Seeing alone is incomplete.,选项 D。,Opción D.,Yesterday requires past simple.,Yesterday requires past simple.,Yesterday requires past simple.,2,draft,
tenses_production_q02,tenses,production,2,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,She is knowing the answer.,She is knowing the answer.,She is knowing the answer.,She knows the answer.,She knows the answer.,She knows the answer.,She has knowing the answer.,She has knowing the answer.,She has knowing the answer.,She knowing the answer.,She knowing the answer.,She knowing the answer.,B,Is knowing is wrong.,选项 A。,Opción A.,Correct! Knows = simple present.,正确！选项 B。,¡Correcto! Opción B.,Has knowing is ungrammatical.,选项 C。,Opción C.,Knowing alone is incomplete.,选项 D。,Opción D.,"Know is stative, no continuous.","Know is stative, no continuous.","Know is stative, no continuous.",2,draft,
tenses_production_q03,tenses,production,3,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,"If I will see her, I will tell her.","If I will see her, I will tell her.","If I will see her, I will tell her.","If I see her, I will tell her.","If I see her, I will tell her.","If I see her, I will tell her.","If I saw her, I will tell her.","If I saw her, I will tell her.","If I saw her, I will tell her.","If I have seen her, I will tell her.","If I have seen her, I will tell her.","If I have seen her, I will tell her.",B,Will see in if-clause is wrong.,选项 A。,Opción A.,"Correct! Present in if-clause, will in main.",正确！选项 B。,¡Correcto! Opción B.,Saw is past — wrong for real future.,选项 C。,Opción C.,Have seen = unusual for first conditional.,选项 D。,Opción D.,No will in if-clause.,No will in if-clause.,No will in if-clause.,2,draft,
tenses_production_q04,tenses,production,4,multiple_choice_single,"By 2030, scientists ___ a cure.","By 2030, scientists ___ a cure.","By 2030, scientists ___ a cure.",find,find,find,will find,will find,will find,will have found,will have found,will have found,are finding,are finding,are finding,C,Find is base form.,选项 A。,Opción A.,"Will find = future, not completion by deadline.",选项 B。,Opción B.,Correct! Will have found by 2030.,正确！选项 C。,¡Correcto! Opción C.,Are finding = present.,选项 D。,Opción D.,Future perfect for deadline completion.,Future perfect for deadline completion.,Future perfect for deadline completion.,2,draft,
tenses_production_q05,tenses,production,5,multiple_choice_single,He ___ for 20 years when he retired.,He ___ for 20 years when he retired.,He ___ for 20 years when he retired.,works,works,works,worked,worked,worked,had been working,had been working,had been working,has worked,has worked,has worked,C,Works is present.,选项 A。,Opción A.,"Worked = simple past, no duration.",选项 B。,Opción B.,Correct! Had been working = duration before retirement.,正确！选项 C。,¡Correcto! Opción C.,Has worked = present perfect.,选项 D。,Opción D.,Past perfect continuous for duration before past.,Past perfect continuous for duration before past.,Past perfect continuous for duration before past.,2,draft,
tenses_production_q06,tenses,production,6,multiple_choice_single,I ___ this book for weeks; still on chapter 3.,I ___ this book for weeks; still on chapter 3.,I ___ this book for weeks; still on chapter 3.,read,read,read,am reading,am reading,am reading,have been reading,have been reading,have been reading,was reading,was reading,was reading,C,Read = simple present.,选项 A。,Opción A.,"Am reading = right now, not weeks.",选项 B。,Opción B.,"Correct! Have been reading = weeks, still going.",正确！选项 C。,¡Correcto! Opción C.,"Was reading = past, but still reading now.",选项 D。,Opción D.,Present perfect continuous for ongoing duration.,Present perfect continuous for ongoing duration.,Present perfect continuous for ongoing duration.,2,draft,
conditionals_zero_q01,conditionals,zero,1,multiple_choice_single,"If you ___ water to 100 degrees, it ___.","If you ___ water to 100 degrees, it ___.","If you ___ water to 100 degrees, it ___.",heat ... boils,heat ... boils,heat ... boils,heat ... will boil,heat ... will boil,heat ... will boil,heated ... would boil,heated ... would boil,heated ... would boil,will heat ... boils,will heat ... boils,will heat ... boils,A,Correct! Heat + boils = general truth.,正确！选项 A。,¡Correcto! Opción A.,"Will boil = first conditional, not general.",选项 B。,Opción B.,"Would boil = unreal, but this is real.",选项 C。,Opción C.,Will heat in if-clause is wrong.,选项 D。,Opción D.,"Zero conditional: if + present, present for facts.","Zero conditional: if + present, present for facts.","Zero conditional: if + present, present for facts.",2,draft,
conditionals_zero_q02,conditionals,zero,2,multiple_choice_single,"If you ___ plants, they ___.","If you ___ plants, they ___.","If you ___ plants, they ___.",do not water ... die,do not water ... die,do not water ... die,do not water ... will die,do not water ... will die,do not water ... will die,did not water ... would die,did not water ... would die,did not water ... would die,will not water ... die,will not water ... die,will not water ... die,A,Correct! Present + present = always true.,正确！选项 A。,¡Correcto! Opción A.,Will die = too specific for general rule.,选项 B。,Opción B.,Would die = unreal.,选项 C。,Opción C.,Will not water in if-clause is wrong.,选项 D。,Opción D.,Zero conditional for cause-effect truths.,Zero conditional for cause-effect truths.,Zero conditional for cause-effect truths.,2,draft,
conditionals_zero_q03,conditionals,zero,3,multiple_choice_single,"When the temperature ___ below zero, water ___.","When the temperature ___ below zero, water ___.","When the temperature ___ below zero, water ___.",drops ... freezes,drops ... freezes,drops ... freezes,will drop ... freezes,will drop ... freezes,will drop ... freezes,dropped ... would freeze,dropped ... would freeze,dropped ... would freeze,drops ... will freeze,drops ... will freeze,drops ... will freeze,A,Correct! Present + present for fact.,正确！选项 A。,¡Correcto! Opción A.,Will drop in when-clause is wrong.,选项 B。,Opción B.,Would freeze = unreal.,选项 C。,Opción C.,Will freeze less natural for timeless facts.,选项 D。,Opción D.,When + present + present = general truth.,When + present + present = general truth.,When + present + present = general truth.,2,draft,
conditionals_first_q01,conditionals,first,1,multiple_choice_single,"If it ___ tomorrow, we ___ at home.","If it ___ tomorrow, we ___ at home.","If it ___ tomorrow, we ___ at home.",rains ... will stay,rains ... will stay,rains ... will stay,will rain ... stay,will rain ... stay,will rain ... stay,rained ... would stay,rained ... would stay,rained ... would stay,rains ... stay,rains ... stay,rains ... stay,A,Correct! Rains + will stay.,正确！选项 A。,¡Correcto! Opción A.,Will rain in if-clause is wrong.,选项 B。,Opción B.,Would stay = unreal second conditional.,选项 C。,Opción C.,Stay lacks will.,选项 D。,Opción D.,"First conditional: if + present, will + base.","First conditional: if + present, will + base.","First conditional: if + present, will + base.",2,draft,
conditionals_first_q02,conditionals,first,2,multiple_choice_single,She ___ the exam if she ___ hard.,She ___ the exam if she ___ hard.,She ___ the exam if she ___ hard.,passes ... will study,passes ... will study,passes ... will study,will pass ... studies,will pass ... studies,will pass ... studies,would pass ... studied,would pass ... studied,would pass ... studied,passed ... studies,passed ... studies,passed ... studies,B,Passes = present — needs will for future.,选项 A。,Opción A.,Correct! Will pass + studies.,正确！选项 B。,¡Correcto! Opción B.,Would pass + studied = unreal.,选项 C。,Opción C.,Passed is past — mismatch.,选项 D。,Opción D.,"First conditional: will in main, present in if.","First conditional: will in main, present in if.","First conditional: will in main, present in if.",2,draft,
conditionals_first_q03,conditionals,first,3,multiple_choice_single,___ you help me if I ___ you?,___ you help me if I ___ you?,___ you help me if I ___ you?,Will ... ask,Will ... ask,Will ... ask,Do ... will ask,Do ... will ask,Do ... will ask,Would ... asked,Would ... asked,Would ... asked,Are ... ask,Are ... ask,Are ... ask,A,Correct! Will you help + if I ask.,正确！选项 A。,¡Correcto! Opción A.,Do + will ask is ungrammatical.,选项 B。,Opción B.,Would + asked = unreal.,选项 C。,Opción C.,Are + ask is ungrammatical.,选项 D。,Opción D.,First conditional question: will + if + present.,First conditional question: will + if + present.,First conditional question: will + if + present.,2,draft,
conditionals_first_q04,conditionals,first,4,multiple_choice_single,I ___ you know if I ___ any news.,I ___ you know if I ___ any news.,I ___ you know if I ___ any news.,let ... will hear,let ... will hear,let ... will hear,will let ... hear,will let ... hear,will let ... hear,would let ... heard,would let ... heard,would let ... heard,let ... hear,let ... hear,let ... hear,B,Let = base form — needs will.,选项 A。,Opción A.,Correct! Will let + hear.,正确！选项 B。,¡Correcto! Opción B.,Would let + heard = unreal.,选项 C。,Opción C.,Let + hear = zero conditional fact.,选项 D。,Opción D.,"First conditional: will + base, if + present.","First conditional: will + base, if + present.","First conditional: will + base, if + present.",2,draft,
