question_id,module_id,phase_id,q_num,question_type,prompt_en,prompt_zh,prompt_es,option_a_en,option_a_zh,option_a_es,option_b_en,option_b_zh,option_b_es,option_c_en,option_c_zh,option_c_es,option_d_en,option_d_zh,option_d_es,correct_option,explanation_a_en,explanation_a_zh,explanation_a_es,explanation_b_en,explanation_b_zh,explanation_b_es,explanation_c_en,explanation_c_zh,explanation_c_es,explanation_d_en,explanation_d_zh,explanation_d_es,fallback_tip_en,fallback_tip_zh,fallback_tip_es,difficulty,review_status,review_notes
determiners_demonstratives_q02,determiners,demonstratives,2,multiple_choice_single,___ is my friend Sarah. (introducing someone nearby),___ is my friend Sarah. (introducing someone nearby),___ is my friend Sarah. (introducing someone nearby),That,That,That,Those,Those,Those,These,These,These,This,This,This,D,"That = far, impersonal.",选项 A。,Opción A.,"Those = plural, far.",选项 B。,Opción B.,"These = plural, near.",选项 C。,Opción C.,Correct! This is = introduction.,正确！选项 D。,¡Correcto! Opción D.,This for introducing people.,This for introducing people.,This for introducing people.,2,draft,
determiners_possessives_q01,determiners,possessives,1,multiple_choice_single,The dog wagged ___ tail.,The dog wagged ___ tail.,The dog wagged ___ tail.,its,its,its,it is,it is,it is,his,his,his,their,their,their,A,Correct! Its = possessive of it.,正确！选项 A。,¡Correcto! Opción A.,"It is = contraction, not possessive.",选项 B。,Opción B.,"His = male, but dog is neuter here.",选项 C。,Opción C.,"Their = plural, but dog is singular.",选项 D。,Opción D.,Its = possessive pronoun (no apostrophe).,Its = possessive pronoun (no apostrophe).,Its = possessive pronoun (no apostrophe).,2,draft,
determiners_possessives_q02,determiners,possessives,2,multiple_choice_single,The students forgot ___ homework.,The students forgot ___ homework.,The students forgot ___ homework.,his,his,his,her,her,her,its,its,its,their,their,their,D,His = singular male.,选项 A。,Opción A.,Her = singular female.,选项 B。,Opción B.,Its = singular neuter.,选项 C。,Opción C.,Correct! Their = plural students.,正确！选项 D。,¡Correcto! Opción D.,Their for plural possessor.,Their for plural possessor.,Their for plural possessor.,2,draft,
determiners_generics_q01,determiners,generics,1,multiple_choice_single,___ tiger is an endangered species.,___ tiger is an endangered species.,___ tiger is an endangered species.,A,A,A,An,An,An,The,The,The,Ø,Ø,Ø,C,"A = one tiger, not species.",选项 A。,Opción A.,An = before vowels.,选项 B。,Opción B.,Correct! The tiger = species as a class.,正确！选项 C。,¡Correcto! Opción C.,"Zero article = plural generic, not singular.",选项 D。,Opción D.,The + singular noun for species in general.,The + singular noun for species in general.,The + singular noun for species in general.,2,draft,
determiners_contrast_q01,determiners,contrast,1,multiple_choice_single,I have ___ ideas about the project. (positive),I have ___ ideas about the project. (positive),I have ___ ideas about the project. (positive),any,any,any,some,some,some,much,much,much,little,little,little,B,Any = negative/questions.,选项 A。,Opción A.,Correct! Some ideas = positive.,正确！选项 B。,¡Correcto! Opción B.,Much = uncountable.,选项 C。,Opción C.,"Little = uncountable, negative.",选项 D。,Opción D.,Some for positive statements with plural countables.,Some for positive statements with plural countables.,Some for positive statements with plural countables.,2,draft,
determiners_production_q01,determiners,production,1,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,She gave me an useful advice.,She gave me an useful advice.,She gave me an useful advice.,She gave me useful advice.,She gave me useful advice.,She gave me useful advice.,She gave me a useful advice.,She gave me a useful advice.,She gave me a useful advice.,She gave me the useful advice.,She gave me the useful advice.,She gave me the useful advice.,B,"An useful = wrong (useful starts with y-sound, but advice is uncountable).",选项 A。,Opción A.,"Correct! Useful advice = uncountable, no article.",正确！选项 B。,¡Correcto! Opción B.,"A useful = wrong, advice is uncountable.",选项 C。,Opción C.,The useful = too specific for general advice.,选项 D。,Opción D.,Advice is uncountable — no a/an.,Advice is uncountable — no a/an.,Advice is uncountable — no a/an.,2,draft,
determiners_production_q02,determiners,production,2,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,I do not have some money.,I do not have some money.,I do not have some money.,I do not have any money.,I do not have any money.,I do not have any money.,I do not have much moneys.,I do not have much moneys.,I do not have much moneys.,I do not have few money.,I do not have few money.,I do not have few money.,B,Some = positive only.,选项 A。,Opción A.,Correct! Any money = negative.,正确！选项 B。,¡Correcto! Opción B.,"Much moneys = money is uncountable, no -s.",选项 C。,Opción C.,Few money = few is for countables.,选项 D。,Opción D.,Any in negative sentences.,Any in negative sentences.,Any in negative sentences.,2,draft,
conjunctions_coordinating_q01,conjunctions,coordinating,1,multiple_choice_single,"I was tired, ___ I went to bed early.","I was tired, ___ I went to bed early.","I was tired, ___ I went to bed early.",but,but,but,so,so,so,or,or,or,and,and,and,B,But = contrast.,选项 A。,Opción A.,Correct! So = result.,正确！选项 B。,¡Correcto! Opción B.,Or = alternative.,选项 C。,Opción C.,And = addition.,选项 D。,Opción D.,So for result/consequence.,So for result/consequence.,So for result/consequence.,2,draft,
conjunctions_coordinating_q02,conjunctions,coordinating,2,multiple_choice_single,She is smart ___ hardworking.,She is smart ___ hardworking.,She is smart ___ hardworking.,but,but,but,so,so,so,or,or,or,and,and,and,D,But = contrast.,选项 A。,Opción A.,So = result.,选项 B。,Opción B.,Or = alternative.,选项 C。,Opción C.,Correct! And = addition.,正确！选项 D。,¡Correcto! Opción D.,And for addition of similar qualities.,And for addition of similar qualities.,And for addition of similar qualities.,2,draft,
conjunctions_coordinating_q03,conjunctions,coordinating,3,multiple_choice_single,"He wanted to go, ___ he was too busy.","He wanted to go, ___ he was too busy.","He wanted to go, ___ he was too busy.",so,so,so,and,and,and,but,but,but,or,or,or,C,So = result.,选项 A。,Opción A.,And = addition.,选项 B。,Opción B.,Correct! But = contrast between desire and reality.,正确！选项 C。,¡Correcto! Opción C.,Or = alternative.,选项 D。,Opción D.,But for contrast.,But for contrast.,But for contrast.,2,draft,
conjunctions_coordinating_q04,conjunctions,coordinating,4,multiple_choice_single,"Hurry up, ___ you will miss the bus.","Hurry up, ___ you will miss the bus.","Hurry up, ___ you will miss the bus.",and,and,and,but,but,but,so,so,so,or,or,or,D,And = addition.,选项 A。,Opción A.,But = contrast.,选项 B。,Opción B.,So = result.,选项 C。,Opción C.,Correct! Or = warning of consequence.,正确！选项 D。,¡Correcto! Opción D.,Or for negative consequence of not doing something.,Or for negative consequence of not doing something.,Or for negative consequence of not doing something.,2,draft,
conjunctions_subordinating_q01,conjunctions,subordinating,1,multiple_choice_single,"___ it was raining, we went for a walk.","___ it was raining, we went for a walk.","___ it was raining, we went for a walk.",Because,Because,Because,Although,Although,Although,So,So,So,Unless,Unless,Unless,B,"Because = reason, but going for a walk contradicts rain.",选项 A。,Opción A.,Correct! Although = contrast (despite rain).,正确！选项 B。,¡Correcto! Opción B.,So = result.,选项 C。,Opción C.,Unless = condition.,选项 D。,Opción D.,Although for unexpected contrast.,Although for unexpected contrast.,Although for unexpected contrast.,2,draft,
conjunctions_subordinating_q02,conjunctions,subordinating,2,multiple_choice_single,She stayed home ___ she was feeling sick.,She stayed home ___ she was feeling sick.,She stayed home ___ she was feeling sick.,although,although,although,because,because,because,unless,unless,unless,while,while,while,B,"Although = contrast, but sickness explains staying home.",选项 A。,Opción A.,Correct! Because = reason.,正确！选项 B。,¡Correcto! Opción B.,Unless = condition.,选项 C。,Opción C.,While = time or contrast.,选项 D。,Opción D.,Because for reason/cause.,Because for reason/cause.,Because for reason/cause.,2,draft,
conjunctions_correlative_q01,conjunctions,correlative,1,multiple_choice_single,___ my mother ___ my father can attend the meeting.,___ my mother ___ my father can attend the meeting.,___ my mother ___ my father can attend the meeting.,Both ... and,Both ... and,Both ... and,Either ... or,Either ... or,Either ... or,Neither ... nor,Neither ... nor,Neither ... nor,Not only ... but also,Not only ... but also,Not only ... but also,C,"Both...and = both positive, but can is singular.",选项 A。,Opción A.,"Either...or = one of two, wrong with can.",选项 B。,Opción B.,Correct! Neither...nor = both cannot attend.,正确！选项 C。,¡Correcto! Opción C.,"Not only...but also = addition, not exclusion.",选项 D。,Opción D.,Neither...nor for negative pairs.,Neither...nor for negative pairs.,Neither...nor for negative pairs.,2,draft,
conjunctions_correlative_q02,conjunctions,correlative,2,multiple_choice_single,She is ___ intelligent ___ hardworking.,She is ___ intelligent ___ hardworking.,She is ___ intelligent ___ hardworking.,both ... and,both ... and,both ... and,either ... or,either ... or,either ... or,neither ... nor,neither ... nor,neither ... nor,not only ... but also,not only ... but also,not only ... but also,D,Both...and = correct but less emphatic.,选项 A。,Opción A.,Either...or = one or the other.,选项 B。,Opción B.,Neither...nor = neither.,选项 C。,Opción C.,Correct! Not only...but also = emphasis.,正确！选项 D。,¡Correcto! Opción D.,Not only...but also for emphatic addition.,Not only...but also for emphatic addition.,Not only...but also for emphatic addition.,2,draft,
conjunctions_contrast_q01,conjunctions,contrast,1,multiple_choice_single,"___ the rain, the match continued.","___ the rain, the match continued.","___ the rain, the match continued.",Although,Although,Although,Despite,Despite,Despite,Because,Because,Because,Since,Since,Since,B,Although needs a clause (Although it rained).,选项 A。,Opción A.,Correct! Despite the rain = preposition + noun.,正确！选项 B。,¡Correcto! Opción B.,"Because = reason, contradictory.",选项 C。,Opción C.,Since = reason or time.,选项 D。,Opción D.,Despite + noun/gerund (not a clause).,Despite + noun/gerund (not a clause).,Despite + noun/gerund (not a clause).,2,draft,
conjunctions_contrast_q02,conjunctions,contrast,2,multiple_choice_single,"___ he is rich, he lives simply.","___ he is rich, he lives simply.","___ he is rich, he lives simply.",Despite,Despite,Despite,Because,Because,Because,Even though,Even though,Even though,Since,Since,Since,C,"Despite needs a noun, not a clause.",选项 A。,Opción A.,"Because = reason, contradictory.",选项 B。,Opción B.,Correct! Even though he is rich = clause.,正确！选项 C。,¡Correcto! Opción C.,"Since = reason/time, not contrast.",选项 D。,Opción D.,Even though + clause for strong contrast.,Even though + clause for strong contrast.,Even though + clause for strong contrast.,2,draft,
conjunctions_cause_q01,conjunctions,cause,1,multiple_choice_single,It was ___ hot ___ we stayed indoors.,It was ___ hot ___ we stayed indoors.,It was ___ hot ___ we stayed indoors.,so ... that,so ... that,so ... that,such ... that,such ... that,such ... that,too ... to,too ... to,too ... to,very ... that,very ... that,very ... that,A,Correct! So hot that = cause-result.,正确！选项 A。,¡Correcto! Opción A.,"Such + noun + that, but hot is adjective.",选项 B。,Opción B.,Too...to = different meaning.,选项 C。,Opción C.,Very...that = ungrammatical.,选项 D。,Opción D.,So + adjective + that for cause-result.,So + adjective + that for cause-result.,So + adjective + that for cause-result.,2,draft,
conjunctions_cause_q02,conjunctions,cause,2,multiple_choice_single,It was ___ a good film ___ I watched it twice.,It was ___ a good film ___ I watched it twice.,It was ___ a good film ___ I watched it twice.,so ... that,so ... that,so ... that,such ... that,such ... that,such ... that,too ... to,too ... to,too ... to,very ... that,very ... that,very ... that,B,"So...that = with adjectives only, not a + noun.",选项 A。,Opción A.,Correct! Such a good film that = cause-result.,正确！选项 B。,¡Correcto! Opción B.,Too...to = different meaning.,选项 C。,Opción C.,Very...that = ungrammatical.,选项 D。,Opción D.,Such + a/an + adjective + noun + that.,Such + a/an + adjective + noun + that.,Such + a/an + adjective + noun + that.,2,draft,
conjunctions_purpose_q01,conjunctions,purpose,1,multiple_choice_single,She studies hard ___ she can pass the exam.,She studies hard ___ she can pass the exam.,She studies hard ___ she can pass the exam.,because,because,because,so that,so that,so that,although,although,although,unless,unless,unless,B,"Because = reason (past), not purpose.",选项 A。,Opción A.,Correct! So that = purpose/goal.,正确！选项 B。,¡Correcto! Opción B.,Although = contrast.,选项 C。,Opción C.,Unless = condition.,选项 D。,Opción D.,So that for purpose.,So that for purpose.,So that for purpose.,2,draft,
conjunctions_linking_q01,conjunctions,linking,1,multiple_choice_single,"The weather was bad. ___, we enjoyed the trip.","The weather was bad. ___, we enjoyed the trip.","The weather was bad. ___, we enjoyed the trip.",Therefore,Therefore,Therefore,However,However,However,Moreover,Moreover,Moreover,Because,Because,Because,B,"Therefore = result, opposite meaning.",选项 A。,Opción A.,Correct! However = contrast.,正确！选项 B。,¡Correcto! Opción B.,Moreover = addition.,选项 C。,Opción C.,"Because = reason, needs clause.",选项 D。,Opción D.,However for contrast between sentences.,However for contrast between sentences.,However for contrast between sentences.,2,draft,
conjunctions_linking_q02,conjunctions,linking,2,multiple_choice_single,"He studied hard. ___, he passed with top marks.","He studied hard. ___, he passed with top marks.","He studied hard. ___, he passed with top marks.",However,However,However,Therefore,Therefore,Therefore,Although,Although,Although,Despite,Despite,Despite,B,However = contrast.,选项 A。,Opción A.,Correct! Therefore = result.,正确！选项 B。,¡Correcto! Opción B.,"Although = contrast, needs clause.",选项 C。,Opción C.,"Despite = contrast, needs noun.",选项 D。,Opción D.,Therefore for logical result.,Therefore for logical result.,Therefore for logical result.,2,draft,
conjunctions_production_q01,conjunctions,production,1,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,"Although it was late, but she continued.","Although it was late, but she continued.","Although it was late, but she continued.","Although it was late, she continued.","Although it was late, she continued.","Although it was late, she continued.","Although it was late, so she continued.","Although it was late, so she continued.","Although it was late, so she continued.","Despite it was late, she continued.","Despite it was late, she continued.","Despite it was late, she continued.",B,"Although + but = double conjunction, wrong.",选项 A。,Opción A.,"Correct! Although + clause, no but.",正确！选项 B。,¡Correcto! Opción B.,Although + so = double conjunction.,选项 C。,Opción C.,"Despite needs a noun, not a clause.",选项 D。,Opción D.,Although + clause. No but in the same sentence.,Although + clause. No but in the same sentence.,Although + clause. No but in the same sentence.,2,draft,
conjunctions_production_q02,conjunctions,production,2,multiple_choice_single,Choose the correct sentence:,Choose the correct sentence:,Choose the correct sentence:,I like both tea or coffee.,I like both tea or coffee.,I like both tea or coffee.,I like both tea and coffee.,I like both tea and coffee.,I like both tea and coffee.,I like either tea and coffee.,I like either tea and coffee.,I like either tea and coffee.,I like neither tea or coffee.,I like neither tea or coffee.,I like neither tea or coffee.,B,Both...or = wrong pairing.,选项 A。,Opción A.,Correct! Both...and = correct pair.,正确！选项 B。,¡Correcto! Opción B.,Either...and = wrong pairing.,选项 C。,Opción C.,Neither...or = should be neither...nor.,选项 D。,Opción D.,Both...and for pairs.,Both...and for pairs.,Both...and for pairs.,2,draft,
verb_patterns_gerunds_q01,verb_patterns,gerunds,1,multiple_choice_single,I enjoy ___ books in my free time.,I enjoy ___ books in my free time.,I enjoy ___ books in my free time.,read,read,read,to read,to read,to read,reading,reading,reading,reads,reads,reads,C,"Read = base form, wrong.",选项 A。,Opción A.,"To read = infinitive, enjoy does not take to.",选项 B。,Opción B.,Correct! Reading = gerund after enjoy.,正确！选项 C。,¡Correcto! Opción C.,"Reads = third person, wrong.",选项 D。,Opción D.,Enjoy + gerund (-ing).,Enjoy + gerund (-ing).,Enjoy + gerund (-ing).,2,draft,
verb_patterns_gerunds_q02,verb_patterns,gerunds,2,multiple_choice_single,She avoids ___ late at night.,She avoids ___ late at night.,She avoids ___ late at night.,work,work,work,to work,to work,to work,working,working,working,works,works,works,C,Work = base form.,选项 A。,Opción A.,To work = infinitive.,选项 B。,Opción B.,Correct! Working = gerund after avoid.,正确！选项 C。,¡Correcto! Opción C.,Works = third person.,选项 D。,Opción D.,Avoid + gerund.,Avoid + gerund.,Avoid + gerund.,2,draft,
verb_patterns_gerunds_q03,verb_patterns,gerunds,3,multiple_choice_single,He admitted ___ the mistake.,He admitted ___ the mistake.,He admitted ___ the mistake.,make,make,make,to make,to make,to make,making,making,making,made,made,made,C,Make = base form.,选项 A。,Opción A.,To make = infinitive.,选项 B。,Opción B.,Correct! Making = gerund after admit.,正确！选项 C。,¡Correcto! Opción C.,Made = past tense.,选项 D。,Opción D.,Admit + gerund.,Admit + gerund.,Admit + gerund.,2,draft,
verb_patterns_infinitives_q01,verb_patterns,infinitives,1,multiple_choice_single,She decided ___ a new job.,She decided ___ a new job.,She decided ___ a new job.,find,find,find,to find,to find,to find,finding,finding,finding,found,found,found,B,Find = base form.,选项 A。,Opción A.,Correct! To find = infinitive after decide.,正确！选项 B。,¡Correcto! Opción B.,"Finding = gerund, decide does not take gerund.",选项 C。,Opción C.,Found = past tense.,选项 D。,Opción D.,Decide + to-infinitive.,Decide + to-infinitive.,Decide + to-infinitive.,2,draft,
verb_patterns_infinitives_q02,verb_patterns,infinitives,2,multiple_choice_single,He promised ___ me tomorrow.,He promised ___ me tomorrow.,He promised ___ me tomorrow.,call,call,call,to call,to call,to call,calling,calling,calling,called,called,called,B,Call = base form.,选项 A。,Opción A.,Correct! To call = infinitive after promise.,正确！选项 B。,¡Correcto! Opción B.,"Calling = gerund, wrong.",选项 C。,Opción C.,Called = past tense.,选项 D。,Opción D.,Promise + to-infinitive.,Promise + to-infinitive.,Promise + to-infinitive.,2,draft,
verb_patterns_infinitives_q03,verb_patterns,infinitives,3,multiple_choice_single,I want ___ a doctor when I grow up.,I want ___ a doctor when I grow up.,I want ___ a doctor when I grow up.,become,become,become,to become,to become,to become,becoming,becoming,becoming,became,became,became,B,Become = base form.,选项 A。,Opción A.,Correct! To become = infinitive after want.,正确！选项 B。,¡Correcto! Opción B.,"Becoming = gerund, want does not take gerund.",选项 C。,Opción C.,Became = past tense.,选项 D。,Opción D.,Want + to-infinitive.,Want + to-infinitive.,Want + to-infinitive.,2,draft,
verb_patterns_both_q01,verb_patterns,both,1,multiple_choice_single,I stopped ___ because it was bad for my health.,I stopped ___ because it was bad for my health.,I stopped ___ because it was bad for my health.,smoke,smoke,smoke,to smoke,to smoke,to smoke,smoking,smoking,smoking,smoked,smoked,smoked,C,Smoke = base form.,选项 A。,Opción A.,To smoke = purpose (I stopped to smoke = I stopped in order to smoke).,选项 B。,Opción B.,Correct! Smoking = quit the habit.,正确！选项 C。,¡Correcto! Opción C.,Smoked = past tense.,选项 D。,Opción D.,Stop + gerund = quit the activity.,Stop + gerund = quit the activity.,Stop + gerund = quit the activity.,2,draft,
verb_patterns_both_q02,verb_patterns,both,2,multiple_choice_single,She remembered ___ the door before leaving.,She remembered ___ the door before leaving.,She remembered ___ the door before leaving.,lock,lock,lock,to lock,to lock,to lock,locking,locking,locking,locked,locked,locked,B,Lock = base form.,选项 A。,Opción A.,Correct! To lock = did not forget.,正确！选项 B。,¡Correcto! Opción B.,Locking = remember the past action of locking.,选项 C。,Opción C.,Locked = past tense.,选项 D。,Opción D.,Remember + to-infinitive = not forget to do.,Remember + to-infinitive = not forget to do.,Remember + to-infinitive = not forget to do.,2,draft,
verb_patterns_both_q03,verb_patterns,both,3,multiple_choice_single,He tried ___ the heavy box but could not.,He tried ___ the heavy box but could not.,He tried ___ the heavy box but could not.,lift,lift,lift,to lift,to lift,to lift,lifting,lifting,lifting,lifted,lifted,lifted,B,Lift = base form.,选项 A。,Opción A.,Correct! To lift = attempt.,正确！选项 B。,¡Correcto! Opción B.,Lifting = try as experiment (try lifting with your knees).,选项 C。,Opción C.,Lifted = past tense.,选项 D。,Opción D.,Try + to-infinitive = attempt something difficult.,Try + to-infinitive = attempt something difficult.,Try + to-infinitive = attempt something difficult.,2,draft,
verb_patterns_causatives_q01,verb_patterns,causatives,1,multiple_choice_single,The teacher ___ the students ___ in pairs.,The teacher ___ the students ___ in pairs.,The teacher ___ the students ___ in pairs.,made ... work,made ... work,made ... work,made ... to work,made ... to work,made ... to work,let ... to work,let ... to work,let ... to work,had ... worked,had ... worked,had ... worked,A,Correct! Made + work = causative make.,正确！选项 A。,¡Correcto! Opción A.,Made + to work = wrong (make takes bare infinitive).,选项 B。,Opción B.,Let + to work = wrong (let takes bare infinitive).,选项 C。,Opción C.,"Had + worked = past participle, different structure.",选项 D。,Opción D.,Make + object + base verb (no to).,Make + object + base verb (no to).,Make + object + base verb (no to).,2,draft,
verb_patterns_causatives_q02,verb_patterns,causatives,2,multiple_choice_single,She ___ me ___ her car last weekend.,She ___ me ___ her car last weekend.,She ___ me ___ her car last weekend.,let ... drive,let ... drive,let ... drive,let ... to drive,let ... to drive,let ... to drive,made ... drive,made ... drive,made ... drive,allowed ... drive,allowed ... drive,allowed ... drive,A,Correct! Let + drive = give permission.,正确！选项 A。,¡Correcto! Opción A.,Let + to drive = wrong.,选项 B。,Opción B.,"Made + drive = force, not permission.",选项 C。,Opción C.,Allowed + drive = allowed needs to (allowed me to drive).,选项 D。,Opción D.,Let + object + base verb.,Let + object + base verb.,Let + object + base verb.,2,draft,
verb_patterns_preposition_q01,verb_patterns,preposition,1,multiple_choice_single,She is good ___ playing the piano.,She is good ___ playing the piano.,She is good ___ playing the piano.,at,at,at,in,in,in,to,to,to,for,for,for,A,Correct! Good at playing = preposition + gerund.,正确！选项 A。,¡Correcto! Opción A.,In = wrong preposition for good.,选项 B。,Opción B.,"To = wrong, good does not take to.",选项 C。,Opción C.,For = wrong preposition.,选项 D。,Opción D.,Good at + gerund.,Good at + gerund.,Good at + gerund.,2,draft,
verb_patterns_preposition_q02,verb_patterns,preposition,2,multiple_choice_single,He is interested ___ learning Spanish.,He is interested ___ learning Spanish.,He is interested ___ learning Spanish.,at,at,at,in,in,in,to,to,to,for,for,for,B,At = wrong preposition.,选项 A。,Opción A.,Correct! In learning = interested in + gerund.,正确！选项 B。,¡Correcto! Opción B.,To = wrong.,选项 C。,Opción C.,For = wrong.,选项 D。,Opción D.,Interested in + gerund.,Interested in + gerund.,Interested in + gerund.,2,draft,
verb_patterns_adj_q01,verb_patterns,adj,1,multiple_choice_single,It is important ___ on time.,It is important ___ on time.,It is important ___ on time.,be,be,be,to be,to be,to be,being,being,being,been,been,been,B,Be = base form.,选项 A。,Opción A.,Correct! To be = it is adj + to pattern.,正确！选项 B。,¡Correcto! Opción B.,"Being = gerund, wrong after it is important.",选项 C。,Opción C.,Been = past participle.,选项 D。,Opción D.,It is + adjective + to-infinitive.,It is + adjective + to-infinitive.,It is + adjective + to-infinitive.,2,draft,
